game_id,season,week,season_type,home_away,team_id,team,conference,opponent_id,opponent,opponent_conference,completionAttempts,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,thirdDownEff,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
262430009,2006,1,regular,away,2464,Northern Arizona,Big Sky,9,Arizona State,Pac-10,15-20,13,0-0,0,1,0,0,1,0,76,2,2,213,1,2,20:44,0,12,2,39,0,53,0-0,9-79,312,1,12.9,1.4
262430009,2006,1,regular,home,9,Arizona State,Pac-10,2464,Northern Arizona,Big Sky,17-24,21,0-1,1,0,1,35,1,0,0,0,5,272,1,2,15:56,0,38,3,34,2,154,4-10,7-70,415,2,10.9,4.5
262430021,2006,1,regular,away,2638,UTEP,Conference USA,21,San Diego State,Mountain West,20-29,12,0-0,0,1,0,37,4,0,0,0,4,213,2,3,13:48,0,0,0,19,1,30,5-10,0-0,243,4,7.3,1.6
262430021,2006,1,regular,home,21,San Diego State,Mountain West,2638,UTEP,Conference USA,24-30,22,2-2,1,0,0,10,2,0,0,0,9,295,4,0,22:52,0,2,1,46,3,109,9-19,5-39,384,3,9.2,2.4
262430041,2006,1,regular,away,227,Rhode Island,Atlantic 10,41,UConn,Big East,7-18,0,3-4,0,0,0,0,2,0,20,2,1,94,0,1,19:32,0,9,1,49,0,198,5-16,6-35,293,2,5.3,4.0
262430041,2006,1,regular,home,41,UConn,Big East,227,Rhode Island,Atlantic 10,8-13,22,2-2,0,0,0,0,0,0,0,0,10,150,2,2,17:08,0,49,5,52,5,418,6-11,3-25,567,0,11.5,8.0
262430066,2006,1,regular,away,2649,Toledo,Mid-American,66,Iowa State,Big 12,39-49,23,2-3,1,1,0,0,1,0,0,0,3,393,0,3,19:09,0,0,1,27,3,45,10-17,6-58,412,2,7.5,1.7
262430066,2006,1,regular,home,66,Iowa State,Big 12,2649,Toledo,Mid-American,17-26,24,1-2,1,1,0,17,0,0,0,0,7,249,1,2,16:53,0,39,2,41,4,159,8-13,3-18,393,1,9.0,3.9
262430068,2006,1,regular,away,16,Sacramento State,Big Sky,68,Boise State,Western Athletic,6-15,3,0-0,0,1,0,0,2,0,126,7,0,32,0,0,17:22,0,11,1,28,0,50,1-12,11-86,82,2,2.1,1.8
262430068,2006,1,regular,home,68,Boise State,Western Athletic,16,Sacramento State,Big Sky,15-24,22,0-0,1,0,0,-10,0,0,0,0,9,217,2,2,19:19,0,70,6,42,4,215,6-11,4-26,427,1,8.8,5.1
262430166,2006,1,regular,away,2545,SE Louisiana,Southland,166,New Mexico State,Western Athletic,17-28,0,0-0,1,4,0,0,1,0,0,0,3,119,0,1,14:27,0,0,0,26,1,88,0-0,5-55,218,2,4.6,3.4
262430166,2006,1,regular,home,166,New Mexico State,Western Athletic,2545,SE Louisiana,Southland,29-40,25,2-3,4,1,0,1,0,0,0,0,6,395,1,2,21:38,0,14,2,44,2,134,8-17,16-162,515,4,9.5,3.0
262430193,2006,1,regular,away,77,Northwestern,Big Ten,193,Miami (OH),Mid-American,13-17,16,0-1,0,0,0,0,0,0,0,0,3,115,0,1,17:35,1,28,3,39,1,193,6-13,5-42,299,0,6.2,4.9
262430193,2006,1,regular,home,193,Miami (OH),Mid-American,77,Northwestern,Big Ten,16-26,13,0-2,0,0,0,0,0,0,0,0,3,201,0,0,18:12,0,0,0,29,0,72,2-12,4-50,247,0,6.7,2.5
262430202,2006,1,regular,away,2617,Stephen F. Austin,Southland,202,Tulsa,Conference USA,12-25,0,0-0,0,0,0,0,1,0,0,0,1,66,0,0,14:13,0,0,0,25,1,106,0-0,4-32,185,1,3.2,4.2
262430202,2006,1,regular,home,202,Tulsa,Conference USA,2617,Stephen F. Austin,Southland,20-28,27,2-2,0,0,0,5,0,0,0,0,9,346,1,4,22:05,0,58,6,43,2,175,5-12,3-30,521,0,12.4,4.1
